league,split,patch,t1_playerid,t1_result,t2_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_champion,t1p2_champion,t1p3_champion,t1p4_champion,t1p5_champion,t2p1_champion,t2p2_champion,t2p3_champion,t2p4_champion,t2p5_champion
LCS.A,Spring,10.03,Golden Guardians Academy,1,100 Thieves Academy,Aphelios,Soraka,Nautilus,Tahm Kench,Thresh,Sett,Senna,Ornn,Mordekaiser,Viktor,Yuumi,Miss Fortune,Zoe,Jarvan IV,Gangplank,Braum,Varus,Pantheon,Elise,Lucian
LCS.A,Spring,10.03,Cloud9 Academy,1,Immortals Academy,Yuumi,Soraka,Sett,Yasuo,Pantheon,Thresh,Rek'Sai,Ornn,Lucian,Mordekaiser,Tahm Kench,Varus,Syndra,Jarvan IV,Aatrox,Senna,Ezreal,Diana,Gragas,Urgot
LCS,Spring,10.03,Team Liquid,1,Dignitas,Rumble,Soraka,Mordekaiser,Elise,Orianna,Aphelios,Xayah,Ornn,LeBlanc,Syndra,Braum,Miss Fortune,Zoe,Lee Sin,Sett,Tahm Kench,Varus,Viktor,Jarvan IV,Pantheon
LCS,Spring,10.03,Team SoloMid,1,Evil Geniuses,Mordekaiser,Yuumi,Aatrox,Jarvan IV,Gragas,Xayah,Aphelios,Soraka,Senna,Tahm Kench,Taric,Tristana,Syndra,Lee Sin,Ornn,Braum,Ezreal,LeBlanc,Sejuani,Sett
LCS.A,Spring,10.04,100 Thieves Academy,1,Evil Geniuses Academy,Senna,Elise,Ornn,Olaf,Kindred,Aphelios,Yuumi,Sett,Gragas,Trundle,Braum,Ezreal,Azir,Shyvana,Pantheon,Thresh,Miss Fortune,Rumble,Sejuani,Aatrox
LCS.A,Spring,10.04,Team Liquid Academy,1,Immortals Academy,Ezreal,Pantheon,Senna,Braum,Tahm Kench,Ornn,Aphelios,Olaf,Soraka,Aatrox,Thresh,Miss Fortune,Ziggs,Jarvan IV,Gangplank,Taric,Lucian,Sett,Diana,Yorick
LCS.A,Spring,10.04,TSM Academy,1,CLG Academy,Yuumi,Karthus,Senna,Gangplank,Braum,Nautilus,Ornn,Aphelios,Trundle,Olaf,Taric,Miss Fortune,Zoe,Zac,Sett,Karma,Ezreal,Syndra,Sejuani,Aatrox
LCS.A,Spring,10.04,Dignitas Academy,1,FlyQuest Academy,Lucian,Azir,Yuumi,LeBlanc,Zoe,Ornn,Tahm Kench,Syndra,Olaf,Trundle,Thresh,Aphelios,Rumble,Sejuani,Aatrox,Nautilus,Miss Fortune,Cassiopeia,Gragas,Sett
LCS.A,Spring,10.04,Cloud9 Academy,1,Golden Guardians Academy,Yuumi,Mordekaiser,Sett,Aatrox,Irelia,Ornn,Aphelios,Senna,Cassiopeia,Zoe,Leona,Miss Fortune,Veigar,Rek'Sai,Gangplank,Nautilus,Kalista,Azir,Sejuani,Sion
LCS,Spring,10.04,Cloud9,1,FlyQuest,Olaf,Yuumi,Riven,Corki,Qiyana,Aphelios,Ornn,Senna,Elise,Sejuani,Tahm Kench,Ezreal,Zoe,Gragas,Sett,Blitzcrank,Varus,Syndra,Lee Sin,Aatrox
LCS,Spring,10.04,Team Liquid,1,Team SoloMid,Xayah,Senna,Syndra,Aatrox,Irelia,Ornn,Aphelios,Yuumi,Trundle,Jarvan IV,Braum,Miss Fortune,Zoe,Gragas,Sett,Tahm Kench,Varus,Maokai,Sejuani,Kayle
LCS,Spring,10.04,Golden Guardians,1,Immortals,Yuumi,Xayah,Sett,Qiyana,Gragas,Ornn,Taric,Senna,Azir,Lee Sin,Tahm Kench,Aphelios,LeBlanc,Sejuani,Aatrox,Nautilus,Miss Fortune,Syndra,Jarvan IV,Gangplank
LCS,Spring,10.04,100 Thieves,1,Evil Geniuses,Yuumi,Tahm Kench,LeBlanc,Aatrox,Renekton,Ornn,Senna,Syndra,Gragas,Sejuani,Nautilus,Aphelios,Orianna,Rek'Sai,Sett,Rakan,Xayah,Zoe,Lee Sin,Zac
LCS.A,Spring,10.04,Team Liquid Academy,1,100 Thieves Academy,Pantheon,Ezreal,Tahm Kench,Jarvan IV,Azir,Ornn,Aphelios,Senna,Aatrox,Soraka,Yuumi,Miss Fortune,Zoe,Olaf,Gangplank,Nautilus,Xayah,Syndra,Trundle,Sett
LCS,Spring,10.04,Team Liquid,1,100 Thieves,Xayah,Senna,Aphelios,Olaf,Cassiopeia,Ornn,Tahm Kench,Miss Fortune,Zoe,Lee Sin,Taric,Kalista,Syndra,Sejuani,Sett,Yuumi,Ezreal,Azir,Gragas,Aatrox
LCS,Spring,10.04,Dignitas,0,FlyQuest,Yuumi,Riven,Syndra,Ahri,Zoe,Ornn,Soraka,Rumble,Pantheon,Orianna,Tahm Kench,Aphelios,Ziggs,Jarvan IV,Mordekaiser,Nautilus,Senna,Qiyana,Gragas,Sett
LCS,Spring,10.04,Counter Logic Gaming,1,Team SoloMid,Xayah,Sett,Yuumi,Syndra,LeBlanc,Ornn,Aphelios,Aatrox,Pantheon,Sejuani,Tahm Kench,Varus,Viktor,Rek'Sai,Rumble,Senna,Ezreal,Zoe,Jarvan IV,Mordekaiser
LCS,Spring,10.04,Evil Geniuses,1,Golden Guardians,Yuumi,Aatrox,Varus,Olaf,Rek'Sai,Ornn,LeBlanc,Zoe,Renekton,Nautilus,Rumble,Senna,Syndra,Lee Sin,Sett,Tahm Kench,Aphelios,Orianna,Sejuani,Mordekaiser
LCS.A,Spring,10.04,FlyQuest Academy,1,TSM Academy,Syndra,Senna,Aphelios,Zac,Sejuani,Ornn,LeBlanc,Sett,Aatrox,Trundle,Tahm Kench,Ezreal,Zoe,Rek'Sai,Mordekaiser,Taric,Miss Fortune,Viktor,Jarvan IV,Kled
LCS.A,Spring,10.04,CLG Academy,1,Immortals Academy,Sett,Yuumi,Nautilus,Jarvan IV,Lee Sin,Ornn,Senna,Aphelios,Rek'Sai,Sejuani,Tahm Kench,Varus,Zoe,Olaf,Gangplank,Thresh,Miss Fortune,Ziggs,Gragas,Yorick
LCS.A,Spring,10.04,Evil Geniuses Academy,1,Golden Guardians Academy,Azir,Yuumi,Aphelios,LeBlanc,Sejuani,Senna,Zoe,Ornn,Olaf,Trundle,Tahm Kench,Ezreal,Ziggs,Elise,Sett,Nautilus,Miss Fortune,Viktor,Gragas,Aatrox
LCS.A,Spring,10.04,Cloud9 Academy,1,Dignitas Academy,Yuumi,Soraka,Ornn,Varus,Ezreal,Rek'Sai,Aphelios,Senna,Thresh,Blitzcrank,Nautilus,Miss Fortune,Syndra,Diana,Sett,Tahm Kench,Cassiopeia,Zoe,Jarvan IV,Aatrox
LCS,Spring,10.04,Immortals,1,Counter Logic Gaming,Rumble,Sett,Varus,Azir,Zoe,Aphelios,Ornn,Senna,Syndra,LeBlanc,Nautilus,Miss Fortune,Cassiopeia,Trundle,Camille,Braum,Ezreal,Orianna,Sejuani,Aatrox
LCS,Spring,10.04,Cloud9,1,Dignitas,Olaf,Rumble,Ornn,Varus,Qiyana,Aphelios,Senna,Sett,Zoe,Syndra,Braum,Miss Fortune,Cassiopeia,Gragas,Aatrox,Tahm Kench,Jinx,Anivia,Elise,Lucian
LCS.A,Spring,10.04,CLG Academy,0,Team Liquid Academy,Sett,Yuumi,Aphelios,Jarvan IV,Elise,Ornn,Tahm Kench,Ezreal,Lucian,Ryze,Taric,Senna,Syndra,Trundle,Aatrox,Thresh,Kalista,Zoe,Gragas,Gangplank
LCS.A,Spring,10.04,Golden Guardians Academy,0,Dignitas Academy,Olaf,Yuumi,Aatrox,Qiyana,Pantheon,Aphelios,Ornn,Senna,Azir,Cassiopeia,Taric,Kalista,Syndra,Elise,Sett,Tahm Kench,Varus,Zoe,Lee Sin,Mordekaiser
LCS.A,Spring,10.04,100 Thieves Academy,1,Immortals Academy,Sett,Yuumi,Zoe,Varus,Nocturne,Ornn,Aphelios,Senna,Elise,Gragas,Braum,Miss Fortune,LeBlanc,Pantheon,Aatrox,Tahm Kench,Cassiopeia,Morgana,Rek'Sai,Urgot
LCS.A,Spring,10.04,Evil Geniuses Academy,1,FlyQuest Academy,Yuumi,Miss Fortune,Aatrox,LeBlanc,Azir,Ornn,Aphelios,Sett,Jarvan IV,Rek'Sai,Galio,Senna,Zoe,Zac,Renekton,Tahm Kench,Ziggs,Malzahar,Lee Sin,Gangplank
LCS.A,Spring,10.04,TSM Academy,0,Cloud9 Academy,Rek'Sai,Thresh,Tahm Kench,Gangplank,LeBlanc,Aphelios,Ornn,Sett,Sejuani,Zac,Nautilus,Senna,Ziggs,Lee Sin,Aatrox,Morgana,Caitlyn,Syndra,Jarvan IV,Camille
LCS,Spring,10.04,Team SoloMid,1,Cloud9,Tahm Kench,Senna,Pantheon,Gangplank,Aatrox,Syndra,Ornn,Aphelios,Gragas,Sejuani,Rakan,Xayah,Zilean,Jarvan IV,Sett,Leona,Miss Fortune,Zoe,Lee Sin,Shen
LCS,Spring,10.04,Dignitas,0,100 Thieves,Yuumi,Sett,Xayah,Gangplank,Rek'Sai,Rumble,Ornn,Senna,Orianna,LeBlanc,Tahm Kench,Aphelios,Zoe,Lee Sin,Aatrox,Nautilus,Miss Fortune,Syndra,Trundle,Renekton
LCS,Spring,10.04,Team Liquid,0,Counter Logic Gaming,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,Sett,Elise,Mordekaiser,Zoe,Gragas,Braum,Miss Fortune,Viktor,Lee Sin,Ornn,Thresh,Aphelios,Syndra,Trundle,Janna
LCS,Spring,10.04,Evil Geniuses,1,FlyQuest,Riven,Syndra,Sett,Viktor,Cassiopeia,Ornn,Tahm Kench,LeBlanc,Zoe,Rek'Sai,Nautilus,Senna,Taliyah,Pantheon,Mordekaiser,Shen,Aphelios,Ahri,Lee Sin,Aatrox
LCS.A,Spring,10.04,TSM Academy,1,Team Liquid Academy,Zoe,Kalista,Yuumi,Sejuani,Jarvan IV,Aphelios,Senna,Ornn,LeBlanc,Syndra,Braum,Miss Fortune,Azir,Olaf,Gangplank,Tahm Kench,Varus,Corki,Gragas,Sett
LCS,Spring,10.04,100 Thieves,1,Immortals,Syndra,Rek'Sai,Senna,Sejuani,Corki,Ornn,Aphelios,Sett,Trundle,Azir,Nautilus,Miss Fortune,Zoe,Gragas,Aatrox,Tahm Kench,Varus,LeBlanc,Lee Sin,Camille
LCS,Spring,10.04,FlyQuest,0,Team SoloMid,Syndra,Tahm Kench,Xayah,Zilean,LeBlanc,Ornn,Senna,Rumble,Olaf,Sejuani,Thresh,Aphelios,Orianna,Zac,Aatrox,Nautilus,Miss Fortune,Irelia,Gragas,Sett
LCS,Spring,10.04,Golden Guardians,1,Dignitas,Qiyana,Janna,Rumble,Corki,Gragas,Ornn,Aphelios,Senna,Olaf,LeBlanc,Sett,Kalista,Syndra,Pantheon,Aatrox,Thresh,Miss Fortune,Zoe,Rek'Sai,Mordekaiser
LCS,Spring,10.04,Counter Logic Gaming,0,Evil Geniuses,Yuumi,Xayah,Senna,Aatrox,Jarvan IV,Ornn,Sett,Aphelios,Rek'Sai,Sejuani,Braum,Ashe,Syndra,Gragas,Gangplank,Tahm Kench,Varus,Ekko,Lee Sin,Jayce
LCS.A,Spring,10.04,FlyQuest Academy,0,Cloud9 Academy,Rek'Sai,Yuumi,Aphelios,Leona,Gragas,Sett,Ornn,Tahm Kench,Ziggs,Malzahar,Nautilus,Senna,LeBlanc,Lee Sin,Aatrox,Shen,Miss Fortune,Zoe,Jarvan IV,Camille
LCS.A,Spring,10.04,CLG Academy,0,Evil Geniuses Academy,Senna,Tahm Kench,Yuumi,Jarvan IV,Elise,Ornn,Aphelios,Sett,Gangplank,Lee Sin,Nautilus,Miss Fortune,Syndra,Sejuani,Aatrox,Braum,Ezreal,Zoe,Olaf,Renekton
LCS.A,Spring,10.04,Dignitas Academy,0,100 Thieves Academy,Yuumi,Pantheon,Kalista,Syndra,Zoe,Senna,Aphelios,Ornn,Qiyana,Rumble,Tahm Kench,Ezreal,LeBlanc,Rek'Sai,Sett,Braum,Varus,Orianna,Lee Sin,Aatrox
LCS.A,Spring,10.04,Golden Guardians Academy,0,Immortals Academy,Pantheon,Yuumi,Tahm Kench,Ezreal,Braum,Ornn,Aphelios,Senna,Sejuani,Jarvan IV,Nautilus,Miss Fortune,Qiyana,Gragas,Sett,Rakan,Xayah,Zoe,Rek'Sai,Aatrox
LCS,Spring,10.04,Immortals,1,Team Liquid,Aatrox,Mordekaiser,Gangplank,Sejuani,Jarvan IV,Ornn,Senna,Sett,Braum,Thresh,Tahm Kench,Aphelios,Qiyana,Gragas,Renekton,Nautilus,Miss Fortune,Zoe,Olaf,Zac
LCS,Spring,10.04,Cloud9,1,Golden Guardians,Kalista,Yuumi,Tahm Kench,Jarvan IV,Olaf,Senna,Ornn,Qiyana,Gragas,Miss Fortune,Pyke,Syndra,Taliyah,Pantheon,Sett,Nautilus,Aphelios,Zoe,Sejuani,Aatrox
LCS.A,Spring,10.05,TSM Academy,1,Golden Guardians Academy,Yuumi,Tahm Kench,Pantheon,Gangplank,Braum,Senna,Aphelios,Ornn,Olaf,Trundle,Taric,Kalista,Syndra,Zac,Sett,Nautilus,Ezreal,Zoe,Sejuani,Kled
LCS.A,Spring,10.05,Cloud9 Academy,1,100 Thieves Academy,Pantheon,Kalista,Braum,Sejuani,Gragas,Senna,Aphelios,Yuumi,Jarvan IV,Olaf,Tahm Kench,Ezreal,Qiyana,Elise,Ornn,Nautilus,Varus,Diana,Rek'Sai,Sett
LCS.A,Spring,10.05,Immortals Academy,0,FlyQuest Academy,Yuumi,Tahm Kench,Aatrox,Azir,Zoe,Aphelios,Senna,Ornn,Olaf,Trundle,Taric,Kalista,Karma,Rek'Sai,Nocturne,Thresh,Kai'Sa,Syndra,Sejuani,Sett
LCS.A,Spring,10.05,Dignitas Academy,0,CLG Academy,Trundle,Yuumi,Kalista,Ornn,Gangplank,Senna,Aphelios,Olaf,Elise,Karthus,Braum,Ezreal,Zoe,Gragas,Sett,Rakan,Miss Fortune,Orianna,Sejuani,Renekton
LCS.A,Spring,10.05,Team Liquid Academy,0,Evil Geniuses Academy,Sejuani,Tahm Kench,Ezreal,Cassiopeia,Pantheon,Aphelios,Senna,Zoe,Gragas,Karthus,Thresh,Kalista,Irelia,Taliyah,Sett,Nautilus,Miss Fortune,Renekton,Elise,Ornn
LCS.A,Spring,10.05,Golden Guardians Academy,0,Team Liquid Academy,Yuumi,Tahm Kench,Senna,Irelia,Gragas,Aphelios,Kalista,Pantheon,Jarvan IV,Sejuani,Rakan,Xayah,Ornn,Karthus,Sett,Nautilus,Miss Fortune,Sylas,Olaf,Gangplank
LCS.A,Spring,10.05,Evil Geniuses Academy,1,Dignitas Academy,Aatrox,Thresh,,Syndra,Rumble,Sejuani,Yuumi,Ornn,Jarvan IV,Trundle,Tahm Kench,Aphelios,Zoe,Lee Sin,Sett,Morgana,Senna,Cassiopeia,Olaf,Neeko
LCS.A,Spring,10.05,CLG Academy,0,Cloud9 Academy,Rek'Sai,Jarvan IV,Yuumi,Zoe,Azir,Senna,Aphelios,Kalista,Pantheon,Cassiopeia,Pyke,Taliyah,Sylas,Sejuani,Aatrox,Tahm Kench,Varus,Ornn,Zac,Camille
LCS.A,Spring,10.05,100 Thieves Academy,1,FlyQuest Academy,Yuumi,Zoe,Tahm Kench,Varus,Kalista,Aphelios,Senna,Pantheon,Olaf,Trundle,Nautilus,Miss Fortune,Sylas,Graves,Ornn,Thresh,Kai'Sa,Azir,Sejuani,Sett
LCS.A,Spring,10.05,Immortals Academy,0,TSM Academy,Kalista,Syndra,Yuumi,Sejuani,Gragas,Senna,Tahm Kench,Aphelios,Ezreal,Rakan,Thresh,Varus,Zoe,Rek'Sai,Ornn,Braum,Miss Fortune,Azir,Trundle,Gangplank
LCS,Spring,10.05,Team SoloMid,1,Golden Guardians,Tahm Kench,Kalista,Yuumi,Zoe,LeBlanc,Senna,Sett,Pantheon,Lee Sin,Rek'Sai,Thresh,Aphelios,Syndra,Sejuani,Aatrox,Nautilus,Varus,Rumble,Jarvan IV,Kennen
LCS,Spring,10.05,Cloud9,1,100 Thieves,Olaf,Xayah,Renekton,Rek'Sai,Yuumi,Senna,Pantheon,Sett,Irelia,Nautilus,Thresh,Syndra,Yasuo,Gragas,Kalista,Tahm Kench,Aphelios,LeBlanc,Trundle,Ornn
LCS,Spring,10.05,Team Liquid,0,Evil Geniuses,Senna,Yuumi,Xayah,Gragas,Pantheon,Ornn,Sett,Aphelios,Rek'Sai,Syndra,Braum,Varus,Cassiopeia,Trundle,Mordekaiser,Tahm Kench,Ashe,LeBlanc,Lee Sin,Aatrox
LCS,Spring,10.05,Dignitas,1,Counter Logic Gaming,Syndra,Tahm Kench,Aphelios,Olaf,Sylas,Senna,Kalista,Sett,Varus,Taliyah,Thresh,Kai'Sa,Rumble,Pantheon,Fiora,Nautilus,Miss Fortune,Ornn,Karthus,Irelia
LCS,Spring,10.05,FlyQuest,1,Immortals,Ornn,Tahm Kench,Syndra,LeBlanc,Qiyana,Senna,Pantheon,Aphelios,Karthus,Jarvan IV,Rakan,Xayah,Viktor,Gragas,Sett,Morgana,Miss Fortune,Cassiopeia,Trundle,Aatrox
LCS,Spring,10.05,Golden Guardians,0,Team Liquid,Ornn,Taric,Sett,Lee Sin,Jarvan IV,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,Tahm Kench,Varus,Syndra,Elise,Renekton,Rakan,Xayah,Zoe,Gragas,Gangplank
LCS,Spring,10.05,Counter Logic Gaming,0,Cloud9,Sett,Kalista,Pantheon,Thresh,Ornn,Senna,Karthus,Olaf,Sejuani,Renekton,Tahm Kench,Varus,Rumble,Rek'Sai,Jayce,Bard,Aphelios,Yasuo,Gragas,Irelia
LCS,Spring,10.05,Immortals,1,Team SoloMid,Kalista,Syndra,Aatrox,LeBlanc,Thresh,Sett,Aphelios,Senna,Rumble,Miss Fortune,Rakan,Ezreal,Orianna,Jarvan IV,Ornn,Nautilus,Xayah,Diana,Sejuani,Gangplank
LCS,Spring,10.05,100 Thieves,1,FlyQuest,Syndra,Gangplank,Pantheon,Viktor,Corki,Senna,Sett,Gragas,LeBlanc,Thresh,Nautilus,Aphelios,Orianna,Trundle,Aatrox,Braum,Miss Fortune,Ahri,Rek'Sai,Ornn
LCS,Spring,10.05,Evil Geniuses,1,Dignitas,Rumble,Kalista,Pantheon,Orianna,Miss Fortune,Senna,Sett,Ornn,LeBlanc,Olaf,Tahm Kench,Aphelios,Ryze,Lee Sin,Aatrox,Nautilus,Syndra,Qiyana,Gragas,Fiora
LCS.A,Spring,10.06,CLG Academy,0,Golden Guardians Academy,Yuumi,Tahm Kench,Pantheon,Azir,Morgana,Aphelios,Kalista,Xayah,Syndra,Zoe,Leona,Miss Fortune,Irelia,Sejuani,Vladimir,Braum,Varus,Karma,Olaf,Sett
LCS.A,Spring,10.06,Dignitas Academy,1,Immortals Academy,Yuumi,Zoe,Aphelios,Sejuani,Lee Sin,Senna,Olaf,Tahm Kench,Trundle,Rek'Sai,Braum,Varus,Qiyana,Gragas,Sett,Thresh,Kalista,Rumble,Pantheon,Ornn
LCS.A,Spring,10.06,FlyQuest Academy,1,Team Liquid Academy,Yuumi,Kalista,Gangplank,Gragas,Olaf,Tahm Kench,Sett,Senna,Azir,LeBlanc,Thresh,Aphelios,Pantheon,Sejuani,Ornn,Nautilus,Kai'Sa,Irelia,Elise,Aatrox
LCS.A,Spring,10.06,TSM Academy,1,100 Thieves Academy,Pantheon,Tahm Kench,Ornn,Sylas,Gragas,Senna,Kalista,Yuumi,Elise,Olaf,Braum,Aphelios,Syndra,Jarvan IV,Renekton,Nautilus,Miss Fortune,Orianna,Sett,Gangplank
LCS.A,Spring,10.06,Cloud9 Academy,1,Evil Geniuses Academy,Yuumi,Tahm Kench,Renekton,Lee Sin,Sejuani,Aphelios,Kalista,Syndra,Olaf,Trundle,Braum,Ezreal,LeBlanc,Rek'Sai,Sett,Nautilus,Kai'Sa,Qiyana,Elise,Ornn
LCS.A,Spring,10.06,100 Thieves Academy,0,CLG Academy,Yuumi,Tahm Kench,Zoe,Sylas,Thresh,Aphelios,Pantheon,Elise,Azir,Karthus,Rakan,Xayah,LeBlanc,Lee Sin,Ornn,Sett,Kalista,Syndra,Graves,Gangplank
LCS.A,Spring,10.06,Golden Guardians Academy,1,FlyQuest Academy,Yuumi,Tahm Kench,Renekton,Jarvan IV,Syndra,Senna,Aphelios,Kalista,LeBlanc,Gragas,Rakan,Xayah,Zoe,Olaf,Sett,Thresh,Miss Fortune,Lissandra,Rek'Sai,Ornn
LCS.A,Spring,10.06,Dignitas Academy,1,TSM Academy,Yuumi,Senna,Aphelios,Syndra,Zoe,Tahm Kench,Sett,Kalista,Gragas,LeBlanc,Braum,Ezreal,Akali,Jarvan IV,Ornn,Rakan,Varus,Azir,Sejuani,Gangplank
LCS.A,Spring,10.06,Team Liquid Academy,0,Cloud9 Academy,Tahm Kench,Senna,Syndra,Rek'Sai,Gragas,Aphelios,Kalista,Sett,Jarvan IV,Olaf,Thresh,Kai'Sa,Irelia,Sejuani,Sylas,Nautilus,Miss Fortune,Renekton,Elise,Ornn
LCS.A,Spring,10.06,Evil Geniuses Academy,1,Immortals Academy,Mordekaiser,Urgot,Aphelios,Jarvan IV,Varus,Senna,Sett,Ornn,Sejuani,Olaf,Thresh,Kai'Sa,Irelia,Morgana,Maokai,Pyke,Taliyah,Karma,Pantheon,Zac
LCS,Spring,10.06,Team SoloMid,0,100 Thieves,Kalista,Renekton,LeBlanc,Gragas,Zoe,Sett,Syndra,Senna,Zilean,Kindred,Tahm Kench,Varus,Azir,Jarvan IV,Aatrox,Nautilus,Aphelios,Viktor,Trundle,Ornn
LCS,Spring,10.06,Cloud9,1,Evil Geniuses,LeBlanc,Pantheon,Tahm Kench,Ekko,Ryze,Kalista,Senna,Syndra,Thresh,Braum,Shen,Aphelios,Ornn,Gragas,Quinn,Nautilus,Kai'Sa,Kayle,Lee Sin,Renekton
LCS,Spring,10.06,FlyQuest,1,Team Liquid,Ornn,Tahm Kench,LeBlanc,Gragas,Jarvan IV,Senna,Pantheon,Sett,Olaf,Elise,Rakan,Xayah,Syndra,Trundle,Aatrox,Taric,Kalista,Zoe,Rek'Sai,Renekton
LCS,Spring,10.06,Counter Logic Gaming,0,Golden Guardians,Sett,Ornn,Syndra,Yuumi,Karma,Senna,Pantheon,Rumble,Elise,Gragas,Tahm Kench,Ezreal,Corki,Sejuani,Renekton,Ziggs,Varus,Sylas,Jarvan IV,Aatrox
LCS,Spring,10.06,Immortals,0,Dignitas,Kalista,Rumble,Sett,Viktor,Sejuani,Senna,Renekton,Varus,Rakan,Morgana,Tahm Kench,Ezreal,Syndra,Pantheon,Ornn,Nautilus,Aphelios,Orianna,Olaf,Mordekaiser
LCS,Spring,10.06,Golden Guardians,1,FlyQuest,Rakan,Pantheon,Syndra,Elise,Jarvan IV,Varus,Senna,Sett,Aatrox,Kalista,Nautilus,Aphelios,Zoe,Rek'Sai,Ornn,Alistar,Miss Fortune,Viktor,Trundle,Renekton
LCS,Spring,10.06,Dignitas,1,Team SoloMid,Syndra,Varus,Xayah,Trundle,LeBlanc,Senna,Rumble,Kalista,Renekton,Olaf,Tahm Kench,Aphelios,Viktor,Lee Sin,Ornn,Yuumi,Ezreal,Azir,Sejuani,Sett
LCS,Spring,10.06,Evil Geniuses,1,Immortals,Syndra,Tahm Kench,Ornn,Thresh,Cassiopeia,Senna,Kalista,Xayah,LeBlanc,Renekton,Braum,Aphelios,Ryze,Pantheon,Sett,Rakan,Varus,Viktor,Jarvan IV,Aatrox
LCS,Spring,10.06,Team Liquid,0,Cloud9,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,Xayah,Senna,Sett,Zoe,LeBlanc,Braum,Ashe,Ornn,Elise,Aatrox,Tahm Kench,Varus,Rumble,Olaf,Renekton
LCS,Spring,10.06,100 Thieves,1,Counter Logic Gaming,Trundle,Ornn,Senna,Rumble,Taliyah,Sett,Xayah,Olaf,Jarvan IV,Rek'Sai,Tahm Kench,Aphelios,Syndra,Sejuani,Aatrox,Braum,Varus,Ekko,Pantheon,Camille
LCS,Spring,10.06,Dignitas,1,Immortals,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,Senna,Kalista,Rumble,Renekton,Viktor,Nautilus,Aphelios,Orianna,Pantheon,Aatrox,Leona,Miss Fortune,Zoe,Sejuani,Sett
LCS,Spring,10.06,100 Thieves,1,FlyQuest,Trundle,Senna,Rakan,Jarvan IV,Thresh,Tahm Kench,Nautilus,Aphelios,Ezreal,Varus,Braum,Lucian,Syndra,Sejuani,Sett,Yuumi,Miss Fortune,Orianna,Pantheon,Aatrox
LCS,Spring,10.06,Golden Guardians,1,Dignitas,Rumble,Kalista,Ornn,LeBlanc,Taliyah,Senna,Aphelios,Syndra,Olaf,Trundle,Braum,Varus,Zoe,Jarvan IV,Sett,Tahm Kench,Ashe,Viktor,Pantheon,Renekton
LCS,Spring,10.06,Evil Geniuses,1,100 Thieves,Syndra,Nautilus,Tahm Kench,Rakan,Taric,Senna,Ryze,LeBlanc,Trundle,Zilean,Braum,Aphelios,Malzahar,Lee Sin,Aatrox,Thresh,Varus,Zoe,Sejuani,Sett
LCS.A,Spring,10.06,TSM Academy,1,100 Thieves Academy,Tahm Kench,Pantheon,Ornn,Sylas,Orianna,Sett,Aphelios,Yuumi,Gangplank,Rumble,Taric,Kalista,Syndra,Jarvan IV,Poppy,Rakan,Xayah,Azir,Elise,Renekton
LCS.A,Spring,10.06,100 Thieves Academy,0,TSM Academy,Yuumi,Kalista,Tahm Kench,Varus,Ezreal,Ornn,Aphelios,Pantheon,Sejuani,Gangplank,Sett,Senna,Azir,Trundle,Graves,Rakan,Xayah,Syndra,Jarvan IV,Renekton
LCS.A,Spring,10.06,100 Thieves Academy,0,TSM Academy,Yuumi,Kalista,Tahm Kench,Rakan,Thresh,Ornn,Aphelios,Senna,Ezreal,Lucian,Braum,Kai'Sa,Sylas,Elise,Renekton,Nautilus,Miss Fortune,Syndra,Jarvan IV,Gangplank
LCS.A,Spring,10.06,Evil Geniuses Academy,1,Team Liquid Academy,Irelia,Yuumi,Sett,Zoe,Gragas,Ornn,Aphelios,Tahm Kench,Jarvan IV,Sejuani,Taric,Kalista,Akali,Olaf,Rumble,Nautilus,Kai'Sa,Kassadin,Taliyah,Aatrox
LCS.A,Spring,10.06,Team Liquid Academy,0,Evil Geniuses Academy,Olaf,Sejuani,Kalista,Rumble,Elise,Aphelios,Sett,Senna,Gragas,Cassiopeia,Braum,Varus,Ornn,Karthus,Gangplank,Tahm Kench,Ashe,Irelia,Trundle,Cho'Gath
LCS.A,Spring,10.06,Team Liquid Academy,0,Evil Geniuses Academy,Irelia,Kalista,Tahm Kench,Renekton,Sejuani,Aphelios,Sett,Ornn,Gangplank,Trundle,Nautilus,Miss Fortune,Rumble,Jarvan IV,Akali,Leona,Kai'Sa,Sylas,Olaf,Aatrox
LCS,Spring,10.06,Evil Geniuses,1,FlyQuest,Syndra,Rakan,Olaf,Thresh,Cassiopeia,Senna,Aphelios,LeBlanc,Zoe,Renekton,Taric,Kalista,Ryze,Gragas,Sett,Braum,Varus,Azir,Pantheon,Aatrox
LCS,Spring,10.06,FlyQuest,0,Evil Geniuses,LeBlanc,Tahm Kench,Kalista,Zoe,Pantheon,Syndra,Senna,Aatrox,Olaf,Trundle,Rakan,Xayah,Azir,Jarvan IV,Sett,Nautilus,Aphelios,Ezreal,Gragas,Ornn
